Sample,Rep,Date,mAU,short_name_antho,Extract_ini_vol,Extract_final_vol,Skin_weight_aft,Berry_weight,Berry_numb
B1R1,1,8/16/20,532.2,D3G,55,49,3.37,60.69,60
B1R1,2,8/16/20,1689.7,D3G,54,54,4.93,60.41,60
B1R1,3,8/16/20,1663.4,D3G,55,53,7.19,60.49,60
B1R3,1,8/16/20,1726.8,D3G,56,51.5,4.78,62.62,60
B1R3,2,8/16/20,1727.3,D3G,56,52.5,5.21,62.44,60
B1R3,3,8/16/20,1666.6,D3G,56,52,6.07,62.21,60
B1R4,1,8/16/20,1924.5,D3G,56,49.5,5.17,61.96,60
B1R4,2,8/16/20,1970.2,D3G,56,49,6,61.83,60
B1R4,3,8/16/20,1883.8,D3G,56,50,5.09,61.92,60
B2R1,1,8/16/20,2710.5,D3G,56,50.5,7.67,61.9,60
B2R1,2,8/16/20,2508.6,D3G,56,52,4.94,62.1,60
B2R1,3,8/16/20,2685.3,D3G,56,50,6.18,62.1,60
B2R2,1,8/16/20,3161.7,D3G,58,51.5,5.58,65.7,60
B2R2,2,8/16/20,2908,D3G,59,52,7.64,65.9,60
B2R2,3,8/16/20,3035.7,D3G,60,51.5,5.84,65.7,60
B2R3,1,8/16/20,NA,D3G,NA,NA,NA,NA,NA
B2R3,2,8/16/20,2387.4,D3G,60,50,7.97,65.88,60
B2R3,3,8/16/20,2276.2,D3G,60,51,5.11,66.01,60
B3R1,1,8/16/20,2208.4,D3G,55,57,5.23,60.84,60
B3R1,2,8/16/20,2345.5,D3G,56,52.5,5.17,60.96,60
B3R1,3,8/16/20,2909.1,D3G,56,49,5.08,60.84,60
B3R2,1,8/16/20,2217,D3G,59,52.5,6.12,64.49,60
B3R2,2,8/16/20,2190.7,D3G,59,52,5.07,64.14,60
B3R2,3,8/16/20,2488.9,D3G,59,50,5.56,64.52,60
B3R3,1,8/16/20,2486.3,D3G,57,50,5.86,61.9,60
B3R3,2,8/16/20,2592.7,D3G,56,54,5.33,61.82,60
B3R3,3,8/16/20,2610.7,D3G,56,50.5,5.34,61.76,60
B1R1,1,8/22/20,1487.4,D3G,54,54,7.09,59.22,60
B1R1,2,8/22/20,2466.2,D3G,54,52,7.42,59.12,60
B1R1,3,8/22/20,1553.7,D3G,54,50.5,6.95,59.1,60
B1R3,1,8/22/20,2003.2,D3G,52,52,7.01,57.19,60
B1R3,2,8/22/20,1721.9,D3G,52,54,4.8,57.11,60
B1R3,3,8/22/20,1691.2,D3G,52,50,5.59,57.23,60
B1R4,1,8/22/20,1595,D3G,54,51,6.39,59.98,60
B1R4,2,8/22/20,932.2,D3G,54,54,5.64,60.02,60
B1R4,3,8/22/20,1638.9,D3G,54,50,7.4,59.97,60
B2R1,1,8/22/20,2062,D3G,53,52,5.21,57.73,60
B2R1,2,8/22/20,2452.4,D3G,53,51,5.2,57.78,60
B2R1,3,8/22/20,2114,D3G,53,53,5.02,57.77,60
B2R2,1,8/22/20,2403,D3G,54,54,5.73,63.52,61
B2R2,2,8/22/20,2419.5,D3G,54,51.5,4.92,63.6,60
B2R2,3,8/22/20,2329,D3G,54,51.5,6.86,63.73,60
B2R3,1,8/22/20,1783.5,D3G,57,56,4.58,67.08,60
B2R3,2,8/22/20,1790.8,D3G,57,52,7.32,67.16,60
B2R3,3,8/22/20,1710.9,D3G,57,52,7.32,67.23,60
B3R1,1,8/22/20,1685.3,D3G,56,59,5.83,62.19,60
B3R1,2,8/22/20,2368.1,D3G,56,50.5,5.29,62.01,60
B3R1,3,8/22/20,2078.7,D3G,56,53,5.1,62.1,60
B3R2,1,8/22/20,2128,D3G,57,51.5,5.79,62.48,60
B3R2,2,8/22/20,1763.8,D3G,57,50,6.62,62.59,60
B3R2,3,8/22/20,2017.9,D3G,57,52.5,7.29,62.52,60
B3R3,1,8/22/20,2252,D3G,53,49.5,5.63,58.54,60
B3R3,2,8/22/20,2316.8,D3G,53,50.5,7.11,58.46,60
B3R3,3,8/22/20,1774.5,D3G,53,50,5.53,58.49,60
B1R1,1,8/27/20,1944.4,D3G,53,55,6.43,58.55,60
B1R1,2,8/27/20,1930.9,D3G,54,54.5,6.88,58.75,60
B1R1,3,8/27/20,1739.9,D3G,53,56,6.65,58.78,60
B1R3,1,8/27/20,2196.7,D3G,53,51,5.34,58.77,60
B1R3,2,8/27/20,2404.8,D3G,52,52,5.58,58.62,60
B1R3,3,8/27/20,1710.2,D3G,53,55,5.82,58.74,60
B1R4,1,8/27/20,1748.4,D3G,52,57.5,6.1,57.54,60
B1R4,2,8/27/20,2259,D3G,53,55,6.13,57.39,60
B1R4,3,8/27/20,2059.5,D3G,52,55,5.67,57.26,60
B2R1,1,8/27/20,2738.1,D3G,56,54,6.32,60.87,60
B2R1,2,8/27/20,2343.2,D3G,55,51.5,6.93,60.94,60
B2R1,3,8/27/20,2357.9,D3G,56,55,6.72,60.7,60
B2R2,1,8/27/20,2708.8,D3G,56,58,6.32,60.94,60
B2R2,2,8/27/20,2621.3,D3G,55,58,6.63,60.87,60
B2R2,3,8/27/20,2988,D3G,55,52,6.45,60.69,60
B2R3,1,8/27/20,1932.3,D3G,54,53,6.31,60.2,60
B2R3,2,8/27/20,2150.3,D3G,53,53,5.74,60.29,60
B2R3,3,8/27/20,1986.2,D3G,55,55,5.49,60.41,60
B3R1,1,8/27/20,2038.5,D3G,55,55,6.72,62.49,60
B3R1,2,8/27/20,2260.8,D3G,56,53,7.27,62.23,60
B3R1,3,8/27/20,2235.9,D3G,56,53,5.87,62.15,60
B3R2,1,8/27/20,2290,D3G,57,54,7.12,63.63,60
B3R2,2,8/27/20,2235.4,D3G,58,57,7.3,63.66,60
B3R2,3,8/27/20,2368,D3G,58,54,6.47,63.73,60
B3R3,1,8/27/20,2596.8,D3G,52,53,6.05,57.28,60
B3R3,2,8/27/20,2546,D3G,52,53,5.61,57.38,60
B3R3,3,8/27/20,2415.9,D3G,52,54.5,5.62,57.26,60
B1R1,1,9/4/20,1409.4,D3G,53,51,5.64,57.61,60
B1R1,2,9/4/20,1457.1,D3G,52,56,5.75,57.86,60
B1R1,3,9/4/20,1560.5,D3G,54,52,8.23,58.9,60
B1R3,1,9/4/20,1892.5,D3G,53,51.5,6.12,58.25,60
B1R3,2,9/4/20,1767,D3G,53,56,9.41,58.25,60
B1R3,3,9/4/20,2022.6,D3G,52,51,6.37,58.14,60
B1R4,1,9/4/20,1775.1,D3G,54,55.5,8.5,59.21,60
B1R4,2,9/4/20,1961.9,D3G,54,54,6.01,58.81,60
B1R4,3,9/4/20,1715,D3G,53,52,6.62,59.02,59
B2R1,1,9/4/20,1949.9,D3G,55,55,9.05,59.84,60
B2R1,2,9/4/20,1951.9,D3G,54,51.5,6.37,59.88,60
B2R1,3,9/4/20,1900.9,D3G,54,52.5,7.07,60.06,60
B2R2,1,9/4/20,2517.9,D3G,56,54.5,6.08,61.18,60
B2R2,2,9/4/20,2309.6,D3G,55,56,6.14,61.2,60
B2R2,3,9/4/20,2110.9,D3G,56,56,8.32,61.35,60
B2R3,1,9/4/20,1511.4,D3G,54,51.5,7.05,60.32,60
B2R3,2,9/4/20,1668.3,D3G,55,53,5.74,60.5,60
B2R3,3,9/4/20,1744.7,D3G,55,51.5,6.15,60.44,60
B3R1,1,9/4/20,1890.9,D3G,58,52,8.82,64.39,60
B3R1,2,9/4/20,1750.1,D3G,58,55,7.4,64.36,60
B3R1,3,9/4/20,1805.2,D3G,58,52,6.62,64.11,60
B3R2,1,9/4/20,2069.9,D3G,56,51.5,8.41,61.37,60
B3R2,2,9/4/20,2191.4,D3G,56,52,6.48,61.55,60
B3R2,3,9/4/20,2214.7,D3G,56,52.5,8.34,61.24,60
B3R3,1,9/4/20,2004.7,D3G,50,53,6.05,55.2,60
B3R3,2,9/4/20,2062.6,D3G,50,51,6.26,55.34,60
B3R3,3,9/4/20,1958.4,D3G,50,50.5,6.52,55.28,60
B1R1,1,9/8/20,894.8,D3G,48,64.5,5.89,54.34,60
B1R1,2,9/8/20,1374.9,D3G,49,54,5.75,54.5,60
B1R1,3,9/8/20,1666.4,D3G,49,50,6.12,54.48,60
B1R3,1,9/8/20,1647.9,D3G,54,48,6.83,58.5,60
B1R3,2,9/8/20,1634.6,D3G,53,52,6.76,58.5,60
B1R3,3,9/8/20,1647.6,D3G,52,54,7.11,58.38,60
B1R4,1,9/8/20,1106.2,D3G,52,57,6.21,57.77,60
B1R4,2,9/8/20,1415.1,D3G,52,58,7.45,58.03,60
B1R4,3,9/8/20,1372.3,D3G,51,55,7.66,57.92,60
B2R1,1,9/8/20,1923.2,D3G,50,52,5.52,55.48,60
B2R1,2,9/8/20,1861.4,D3G,50,53,6.71,56.16,60
B2R1,3,9/8/20,1973.8,D3G,50,53,5.96,56.15,60
B2R2,1,9/8/20,1939.9,D3G,55,55,6.39,61.72,60
B2R2,2,9/8/20,2062.6,D3G,55,54,6.7,61.49,60
B2R2,3,9/8/20,2243.5,D3G,56,55.5,6.44,61.57,60
B2R3,1,9/8/20,1616.2,D3G,54,54,6.97,60.13,60
B2R3,2,9/8/20,1753.2,D3G,53,51,6.63,59.06,60
B2R3,3,9/8/20,1676.7,D3G,53,52,6.73,59.12,60
B3R1,1,9/8/20,1665.7,D3G,53,53,7.08,58.32,60
B3R1,2,9/8/20,1624,D3G,52,51.5,6.79,58.32,60
B3R1,3,9/8/20,1583.8,D3G,52,52,7.58,58.27,60
B3R2,1,9/8/20,1832.1,D3G,54,54,7.91,60.74,60
B3R2,2,9/8/20,1840.3,D3G,53,52.5,6.71,60.57,60
B3R2,3,9/8/20,1771.8,D3G,54,52,7.79,60.63,60
B3R3,1,9/8/20,2030,D3G,50,51.5,6.79,55.67,60
B3R3,2,9/8/20,1795,D3G,51,51,5.85,55.85,60
B3R3,3,9/8/20,1562.7,D3G,51,52,6.52,55.78,60
B1R1,1,9/12/20,1145.5,D3G,51,47,6.32,56.63,60
B1R1,2,9/12/20,806.4,D3G,51,48.5,8.01,56.69,60
B1R1,3,9/12/20,1063.1,D3G,51,47,7.61,56.5,60
B1R3,1,9/12/20,1209.5,D3G,53,48,6.06,58.85,60
B1R3,2,9/12/20,1186.5,D3G,53,51,8.01,58.83,60
B1R3,3,9/12/20,998.8,D3G,53,50,7.39,58.77,60
B1R4,1,9/12/20,989,D3G,54,49.5,5.95,59.62,60
B1R4,2,9/12/20,969.6,D3G,53,48,7.39,59.73,60
B1R4,3,9/12/20,887,D3G,54,52.5,7.8,59.5,60
B2R1,1,9/12/20,1163.5,D3G,55,51,6.41,60.91,60
B2R1,2,9/12/20,1609.7,D3G,55,48,7.05,60.99,60
B2R1,3,9/12/20,1607.3,D3G,54,50,7.98,60.64,60
B2R2,1,9/12/20,1762.7,D3G,56,50.5,6.9,62.53,60
B2R2,2,9/12/20,1645.1,D3G,56,53,8.62,62.48,60
B2R2,3,9/12/20,1690.7,D3G,56,52.5,6.53,62.52,60
B2R3,1,9/12/20,1242.8,D3G,58,52,6.47,64.27,60
B2R3,2,9/12/20,1437.7,D3G,58,49.5,9.14,64.42,60
B2R3,3,9/12/20,1268.8,D3G,56,51.5,5.54,64.17,60
B3R1,1,9/12/20,901,D3G,55,50.5,5.11,61.64,60
B3R1,2,9/12/20,1477.9,D3G,55,51,6.84,61.62,60
B3R1,3,9/12/20,1661.2,D3G,54,53,6.49,61.45,60
B3R2,1,9/12/20,1682.5,D3G,59,53,7.49,66.5,60
B3R2,2,9/12/20,1593.4,D3G,59,53.5,12,66.45,60
B3R2,3,9/12/20,1214.2,D3G,59,52,9.76,66.52,60
B3R3,1,9/12/20,1788.7,D3G,52,50,6.09,57.3,60
B3R3,2,9/12/20,1898.8,D3G,52,51.5,6.27,57.37,60
B3R3,3,9/12/20,1744.1,D3G,52,51,5.96,57.29,60
B1R1,1,7/21/20,8.7,C3G,32,40,3.89,33.44,60
B1R1,2,7/21/20,0,C3G,32,41.5,3.55,33.22,60
B1R1,3,7/21/20,9.8,C3G,32,42.5,3.75,33.1,60
B1R3,1,7/21/20,0,C3G,30,44.5,3.38,31.44,59
B1R3,2,7/21/20,0,C3G,30,45.5,3.21,31.4,60
B1R3,3,7/21/20,10.9,C3G,30,41.5,3.33,31.56,60
B1R4,1,7/21/20,0,C3G,31,47,3.52,32.93,60
B1R4,2,7/21/20,0,C3G,31,42.5,2.91,32.86,60
B1R4,3,7/21/20,5.1,C3G,31,41,3.6,33.08,59
B2R1,1,7/21/20,7.9,C3G,33,45,3.71,34.67,60
B2R1,2,7/21/20,0,C3G,33,43,3.61,34.49,60
B2R1,3,7/21/20,7.7,C3G,33,43,3.79,34.33,60
B2R2,1,7/21/20,14,C3G,35,44,3.53,36.8,60
B2R2,2,7/21/20,9.4,C3G,35,43.5,3.9,36.76,60
B2R2,3,7/21/20,0,C3G,35,45,3.6,36.93,60
B2R3,1,7/21/20,0,C3G,32,43,3.96,33.21,60
B2R3,2,7/21/20,0,C3G,32,44,2.95,33.16,60
B2R3,3,7/21/20,0,C3G,32,43.5,3.1,33.27,60
B3R1,1,7/21/20,11.8,C3G,34,43,3.46,35.15,60
B3R1,2,7/21/20,49.8,C3G,33,47,3.55,34.98,60
B3R1,3,7/21/20,9.3,C3G,33,45,3.93,35.25,60
B3R2,1,7/21/20,9.5,C3G,35,46,3.49,37.22,60
B3R2,2,7/21/20,16,C3G,35,43,3.98,37.39,60
B3R2,3,7/21/20,20.7,C3G,37,45,3.89,37.1,59
B3R3,1,7/21/20,0,C3G,31,45,2.96,31.8,60
B3R3,2,7/21/20,0,C3G,30,48,3.69,31.89,60
B3R3,3,7/21/20,0,C3G,31,47,3.26,31.85,60
B1R1,1,8/3/20,212,C3G,46,48,4.85,49.65,60
B1R1,2,8/3/20,50.1,C3G,45,52,3.75,49.58,60
B1R1,3,8/3/20,128.7,C3G,45,52,4.25,49.49,59
B1R3,1,8/3/20,135.6,C3G,44,56,4.37,47.24,60
B1R3,2,8/3/20,149.3,C3G,44,53,3.99,47.25,60
B1R3,3,8/3/20,132.6,C3G,44,55,3.85,47.09,60
B1R4,1,8/3/20,160.1,C3G,46,53,3.53,48.77,60
B1R4,2,8/3/20,163.4,C3G,45,56,3.95,48.72,60
B1R4,3,8/3/20,127.2,C3G,46,54.5,4.31,48.79,60
B2R1,1,8/3/20,233.9,C3G,46,53,5.25,50.01,60
B2R1,2,8/3/20,278.4,C3G,46,52,3.85,49.96,60
B2R1,3,8/3/20,209.7,C3G,46,58,4.67,49.98,60
B2R2,1,8/3/20,277.7,C3G,49,54,4.65,53.73,60
B2R2,2,8/3/20,284,C3G,49,55.5,3.76,53.77,60
B2R2,3,8/3/20,322.8,C3G,50,51,3.95,53.59,60
B2R3,1,8/3/20,199.1,C3G,46,56,4.01,50.3,60
B2R3,2,8/3/20,186.9,C3G,46,58,4.42,50.38,60
B2R3,3,8/3/20,238.3,C3G,46,54.5,3.43,50.37,60
B3R1,1,8/3/20,382.4,C3G,51,54,4.15,54.99,60
B3R1,2,8/3/20,320.5,C3G,52,56.5,3.94,54.87,60
B3R1,3,8/3/20,262.2,C3G,49,55,4.29,54.86,60
B3R2,1,8/3/20,307.6,C3G,48,55,4.91,51.74,60
B3R2,2,8/3/20,292.3,C3G,48,53,3.76,51.64,60
B3R2,3,8/3/20,328.4,C3G,48,57.5,3.89,51.75,60
B3R3,1,8/3/20,277.2,C3G,44,56,4.13,47.9,60
B3R3,2,8/3/20,263.9,C3G,44,53,3.87,47.99,60
B3R3,3,8/3/20,314.8,C3G,44,55,4.3,47.91,60
B1R1,1,8/13/20,255,C3G,56,52,5.27,61.59,60
B1R1,2,8/13/20,343.2,C3G,56,47,5.53,61.59,60
B1R1,3,8/13/20,333,C3G,56,46.5,5.87,61.66,60
B1R3,1,8/13/20,158.5,C3G,57,54,5.67,62.36,60
B1R3,2,8/13/20,280.6,C3G,57,45,5.72,62.31,60
B1R3,3,8/13/20,257.1,C3G,57,46.5,6.73,62.39,60
B1R4,1,8/13/20,262.9,C3G,56,48,5.62,63.11,60
B1R4,2,8/13/20,245.5,C3G,57,56.5,5.85,63.16,60
B1R4,3,8/13/20,268,C3G,58,50.5,6.14,63.08,60
B2R1,1,8/13/20,293.9,C3G,57,47.5,5.92,63.06,60
B2R1,2,8/13/20,304.3,C3G,58,49,6.5,63.04,60
B2R1,3,8/13/20,NA,C3G,57,49,6.83,63.09,60
B2R2,1,8/13/20,376.8,C3G,59,52,6.01,65.13,60
B2R2,2,8/13/20,417,C3G,59,48,6.83,65.12,60
B2R2,3,8/13/20,402.6,C3G,60,52,6.59,65.13,60
B2R3,1,8/13/20,216.1,C3G,58,53,5.51,63.58,60
B2R3,2,8/13/20,238.5,C3G,58,51.5,5.69,63.64,60
B2R3,3,8/13/20,256.9,C3G,58,47.5,5.88,63.59,60
B3R1,1,8/13/20,331.6,C3G,60,53,5.68,65.6,60
B3R1,2,8/13/20,366.1,C3G,60,47,5.7,65.66,60
B3R1,3,8/13/20,281.3,C3G,60,50,5.64,65.73,60
B3R2,1,8/13/20,428.5,C3G,58,49.5,5.85,64.13,60
B3R2,2,8/13/20,409.9,C3G,59,48,6.35,64.18,60
B3R2,3,8/13/20,365.7,C3G,59,53,6.52,64.14,60
B3R3,1,8/13/20,386.9,C3G,52,49,5.58,57.53,60
B3R3,2,8/13/20,318,C3G,52,48,5.38,57.58,60
B3R3,3,8/13/20,291,C3G,52,49,6.25,57.49,60
B1R1,1,8/16/20,64.6,C3G,55,49,3.37,60.69,60
B1R1,2,8/16/20,213.4,C3G,54,54,4.93,60.41,60
B1R1,3,8/16/20,220.2,C3G,55,53,7.19,60.49,60
B1R3,1,8/16/20,179.8,C3G,56,51.5,4.78,62.62,60
B1R3,2,8/16/20,188.5,C3G,56,52.5,5.21,62.44,60
B1R3,3,8/16/20,187.1,C3G,56,52,6.07,62.21,60
B1R4,1,8/16/20,219,C3G,56,49.5,5.17,61.96,60
B1R4,2,8/16/20,247.4,C3G,56,49,6,61.83,60
B1R4,3,8/16/20,218.9,C3G,56,50,5.09,61.92,60
B2R1,1,8/16/20,283,C3G,56,50.5,7.67,61.9,60
B2R1,2,8/16/20,267.8,C3G,56,52,4.94,62.1,60
B2R1,3,8/16/20,300.8,C3G,56,50,6.18,62.1,60
B2R2,1,8/16/20,387.8,C3G,58,51.5,5.58,65.7,60
B2R2,2,8/16/20,335.8,C3G,59,52,7.64,65.9,60
B2R2,3,8/16/20,384.6,C3G,60,51.5,5.84,65.7,60
B2R3,1,8/16/20,NA,C3G,NA,NA,NA,NA,NA
B2R3,2,8/16/20,288.5,C3G,60,50,7.97,65.88,60
B2R3,3,8/16/20,283.5,C3G,60,51,5.11,66.01,60
B3R1,1,8/16/20,293.3,C3G,55,57,5.23,60.84,60
B3R1,2,8/16/20,309.1,C3G,56,52.5,5.17,60.96,60
B3R1,3,8/16/20,350,C3G,56,49,5.08,60.84,60
B3R2,1,8/16/20,353.2,C3G,59,52.5,6.12,64.49,60
B3R2,2,8/16/20,310.9,C3G,59,52,5.07,64.14,60
B3R2,3,8/16/20,354.9,C3G,59,50,5.56,64.52,60
B3R3,1,8/16/20,330.4,C3G,57,50,5.86,61.9,60
B3R3,2,8/16/20,324,C3G,56,54,5.33,61.82,60
B3R3,3,8/16/20,356.9,C3G,56,50.5,5.34,61.76,60
B1R1,1,8/22/20,144.3,C3G,54,54,7.09,59.22,60
B1R1,2,8/22/20,282.7,C3G,54,52,7.42,59.12,60
B1R1,3,8/22/20,151,C3G,54,50.5,6.95,59.1,60
B1R3,1,8/22/20,206.4,C3G,52,52,7.01,57.19,60
B1R3,2,8/22/20,162.7,C3G,52,54,4.8,57.11,60
B1R3,3,8/22/20,153.6,C3G,52,50,5.59,57.23,60
B1R4,1,8/22/20,155.5,C3G,54,51,6.39,59.98,60
B1R4,2,8/22/20,86.9,C3G,54,54,5.64,60.02,60
B1R4,3,8/22/20,146.6,C3G,54,50,7.4,59.97,60
B2R1,1,8/22/20,199.4,C3G,53,52,5.21,57.73,60
B2R1,2,8/22/20,238.5,C3G,53,51,5.2,57.78,60
B2R1,3,8/22/20,212.4,C3G,53,53,5.02,57.77,60
B2R2,1,8/22/20,270.3,C3G,54,54,5.73,63.52,61
B2R2,2,8/22/20,282.9,C3G,54,51.5,4.92,63.6,60
B2R2,3,8/22/20,262.9,C3G,54,51.5,6.86,63.73,60
B2R3,1,8/22/20,176.8,C3G,57,56,4.58,67.08,60
B2R3,2,8/22/20,194.1,C3G,57,52,7.32,67.16,60
B2R3,3,8/22/20,169.6,C3G,57,52,7.32,67.23,60
B3R1,1,8/22/20,184.9,C3G,56,59,5.83,62.19,60
B3R1,2,8/22/20,287.9,C3G,56,50.5,5.29,62.01,60
B3R1,3,8/22/20,245.3,C3G,56,53,5.1,62.1,60
B3R2,1,8/22/20,271.3,C3G,57,51.5,5.79,62.48,60
B3R2,2,8/22/20,243.1,C3G,57,50,6.62,62.59,60
B3R2,3,8/22/20,235.7,C3G,57,52.5,7.29,62.52,60
B3R3,1,8/22/20,266.4,C3G,53,49.5,5.63,58.54,60
B3R3,2,8/22/20,287.7,C3G,53,50.5,7.11,58.46,60
B3R3,3,8/22/20,242.2,C3G,53,50,5.53,58.49,60
B1R1,1,8/27/20,197.6,C3G,53,55,6.43,58.55,60
B1R1,2,8/27/20,200.1,C3G,54,54.5,6.88,58.75,60
B1R1,3,8/27/20,169.8,C3G,53,56,6.65,58.78,60
B1R3,1,8/27/20,203.4,C3G,53,51,5.34,58.77,60
B1R3,2,8/27/20,225,C3G,52,52,5.58,58.62,60
B1R3,3,8/27/20,145.5,C3G,53,55,5.82,58.74,60
B1R4,1,8/27/20,179.7,C3G,52,57.5,6.1,57.54,60
B1R4,2,8/27/20,207,C3G,53,55,6.13,57.39,60
B1R4,3,8/27/20,173.8,C3G,52,55,5.67,57.26,60
B2R1,1,8/27/20,251.7,C3G,56,54,6.32,60.87,60
